Order_ID,Order_Date,Customer_ID,Customer_Name,Customer_Type,Gender,Age_Group,City,State,Region,Store_ID,Store_Name,Salesperson,Product_ID,Product_Name,Category,Sub_Category,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Method,Order_Status,Target
ORD0112026,2025-07-28,C00562,"Customer 00562",Corporate,Male,36-45,Jaipur,Rajasthan,North,ST007,"Jaipur MI Road",Vikram,P016,Backpack,Bags,Unisex,1,1499.00,0.15,1274.15,820.00,454.15,Card,Completed,1217.32
ORD0112027,2025-07-18,C00686,"Customer 00686",Regular,Male,26-35,Surat,Gujarat,West,ST004,"Surat Ring Road",Meera,P004,"Women Kurti",Apparel,Women,1,1199.00,0.03,1163.03,690.00,473.03,Cash,Completed,1130.17
ORD0112028,2025-07-14,C02730,"Customer 02730",Regular,Male,56+,Gurugram,Haryana,North,ST006,"Gurugram Sector 29",Ananya,P001,"Premium T-Shirt",Apparel,Men,2,899.00,0.03,1744.06,1040.00,704.06,Card,Completed,1857.09
ORD0112029,2025-07-23,C04546,"Customer 04546",Regular,Male,26-35,Mumbai,Maharashtra,West,ST001,"Mumbai Central",Rohan,P016,Backpack,Bags,Unisex,2,1499.00,0.08,2758.16,1640.00,1118.16,Card,Completed,2977.60
ORD0112030,2025-07-16,C00642,"Customer 00642",Regular,Male,36-45,Mumbai,Maharashtra,West,ST001,"Mumbai Central",Meera,P014,"Fitness Band","Sports & Fitness",Fitness,1,1899.00,0.05,1804.05,1120.00,684.05,Wallet,Completed,1713.15
ORD0112031,2025-07-02,C03572,"Customer 03572",Regular,Male,46-55,Mumbai,Maharashtra,West,ST001,"Mumbai Central",Diya,P001,"Premium T-Shirt",Apparel,Men,1,899.00,0.10,809.10,520.00,289.10,Cash,Completed,784.83
ORD0112032,2025-07-08,C03069,"Customer 03069",Corporate,Male,26-35,Chennai,"Tamil Nadu",South,ST010,"Chennai Anna Nagar",Vikram,P002,"Casual Shirt",Apparel,Men,3,1299.00,0.00,3897.00,2280.00,1617.00,UPI,Completed,3709.55
ORD0112033,2025-07-21,C01199,"Customer 01199",Corporate,Female,26-35,Pune,Maharashtra,West,ST002,"Pune FC Road",Ananya,P008,"Casual Sneakers",Footwear,Unisex,2,2199.00,0.08,4046.16,2600.00,1446.16,UPI,Completed,4149.89
ORD0112034,2025-07-29,C04452,"Customer 04452",Corporate,Male,36-45,Gurugram,Haryana,North,ST006,"Gurugram Sector 29",Kabir,P008,"Casual Sneakers",Footwear,Unisex,1,2199.00,0.10,1979.10,1300.00,679.10,Cash,Completed,2000.50
ORD0112035,2025-07-01,C03645,"Customer 03645",Corporate,Male,18-25,Lucknow,"Uttar Pradesh",North,ST008,"Lucknow Hazratganj",Vikram,P007,"Running Shoes",Footwear,Sports,1,2499.00,0.05,2374.05,1500.00,874.05,Card,Completed,2424.03
ORD0112036,2025-07-11,C02557,"Customer 02557",Regular,Male,36-45,Jaipur,Rajasthan,North,ST007,"Jaipur MI Road",Aarav,P019,"Table Lamp","Home & Lifestyle",Home,1,1299.00,0.05,1234.05,710.00,524.05,UPI,Completed,1289.38
ORD0112037,2025-07-14,C04788,"Customer 04788",Regular,Female,46-55,Mumbai,Maharashtra,West,ST001,"Mumbai Central",Vikram,P008,"Casual Sneakers",Footwear,Unisex,1,2199.00,0.05,2089.05,1300.00,789.05,UPI,Completed,1978.48
ORD0112038,2025-07-16,C00840,"Customer 00840",Corporate,Other,36-45,Delhi,Delhi,North,ST005,"Delhi South Ex",Aarav,P005,"Women Handbag",Accessories,Women,1,1799.00,0.05,1709.05,980.00,729.05,UPI,Completed,1616.13
ORD0112039,2025-07-25,C02658,"Customer 02658",Corporate,Female,26-35,Ranchi,Jharkhand,East,ST016,"Ranchi Main Road",Ishita,P011,"Wireless Earbuds",Electronics,Audio,1,2299.00,0.05,2184.05,1360.00,824.05,Card,Completed,2316.80
ORD0112040,2025-07-05,C04501,"Customer 04501",Regular,Female,36-45,Bengaluru,Karnataka,South,ST009,"Bengaluru Indiranagar",Rohan,P018,Sunglasses,Accessories,Unisex,4,999.00,0.00,3996.00,2080.00,1916.00,UPI,Completed,4297.20
ORD0112041,2025-07-30,C03192,"Customer 03192",Regular,Male,46-55,Delhi,Delhi,North,ST005,"Delhi South Ex",Ishita,P015,"Water Bottle","Home & Lifestyle",Lifestyle,1,499.00,0.03,484.03,220.00,264.03,UPI,Completed,481.04
ORD0112042,2025-07-08,C04267,"Customer 04267",Corporate,Female,26-35,Chennai,"Tamil Nadu",South,ST010,"Chennai Anna Nagar",Ananya,P020,"Cushion Set","Home & Lifestyle",Home,1,799.00,0.03,775.03,410.00,365.03,Cash,Completed,715.94
ORD0112043,2025-07-10,C00442,"Customer 00442",Regular,Female,46-55,Delhi,Delhi,North,ST005,"Delhi South Ex",Kabir,P006,"Leather Wallet",Accessories,Men,3,799.00,0.00,2397.00,1260.00,1137.00,Wallet,Completed,2480.16
ORD0112044,2025-07-28,C03956,"Customer 03956",Regular,Female,36-45,Hyderabad,Telangana,South,ST011,"Hyderabad Banjara Hills",Aarav,P002,"Casual Shirt",Apparel,Men,3,1299.00,0.08,3585.24,2280.00,1305.24,UPI,Completed,3460.47
ORD0112045,2025-07-17,C00656,"Customer 00656",Corporate,Male,26-35,Jaipur,Rajasthan,North,ST007,"Jaipur MI Road",Diya,P019,"Table Lamp","Home & Lifestyle",Home,2,1299.00,0.03,2520.06,1420.00,1100.06,UPI,Completed,2345.89
ORD0112046,2025-07-19,C01143,"Customer 01143",Regular,Male,56+,Hyderabad,Telangana,South,ST011,"Hyderabad Banjara Hills",Ishita,P016,Backpack,Bags,Unisex,1,1499.00,0.05,1424.05,820.00,604.05,UPI,Completed,1399.78
ORD0112047,2025-07-24,C02086,"Customer 02086",Regular,Male,18-25,Hyderabad,Telangana,South,ST011,"Hyderabad Banjara Hills",Ananya,P007,"Running Shoes",Footwear,Sports,2,2499.00,0.00,4998.00,3000.00,1998.00,Card,Completed,4898.83
ORD0112048,2025-07-17,C04739,"Customer 04739",Regular,Male,26-35,Delhi,Delhi,North,ST005,"Delhi South Ex",Aarav,P005,"Women Handbag",Accessories,Women,2,1799.00,0.05,3418.10,1960.00,1458.10,Cash,Completed,3456.29
ORD0112049,2025-07-27,C00833,"Customer 00833",Regular,Female,36-45,Gurugram,Haryana,North,ST006,"Gurugram Sector 29",Ishita,P013,"Yoga Mat","Sports & Fitness",Fitness,2,699.00,0.05,1328.10,720.00,608.10,Card,Completed,1278.74
ORD0112050,2025-07-01,C02491,"Customer 02491",Regular,Female,18-25,Jaipur,Rajasthan,North,ST007,"Jaipur MI Road",Kabir,P007,"Running Shoes",Footwear,Sports,2,2499.00,0.05,4748.10,3000.00,1748.10,UPI,Completed,5002.28
ORD0112051,2025-07-22,C01384,"Customer 01384",Corporate,Female,46-55,Bengaluru,Karnataka,South,ST009,"Bengaluru Indiranagar",Ishita,P004,"Women Kurti",Apparel,Women,2,1199.00,0.05,2278.10,1380.00,898.10,UPI,Completed,2169.67
ORD0112052,2025-07-27,C00303,"Customer 00303",Regular,Female,26-35,Patna,Bihar,East,ST015,"Patna Fraser Road",Ishita,P001,"Premium T-Shirt",Apparel,Men,2,899.00,0.00,1798.00,1040.00,758.00,UPI,Completed,1802.93
ORD0112053,2025-07-10,C00198,"Customer 00198",Regular,Female,26-35,Chennai,"Tamil Nadu",South,ST010,"Chennai Anna Nagar",Ananya,P011,"Wireless Earbuds",Electronics,Audio,4,2299.00,0.15,7816.60,5440.00,2376.60,UPI,Completed,7449.22
ORD0112054,2025-07-30,C04903,"Customer 04903",Regular,Male,26-35,Delhi,Delhi,North,ST005,"Delhi South Ex",Vikram,P014,"Fitness Band","Sports & Fitness",Fitness,1,1899.00,0.10,1709.10,1120.00,589.10,UPI,Completed,1725.39
ORD0112055,2025-07-15,C04915,"Customer 04915",Regular,Female,26-35,Chennai,"Tamil Nadu",South,ST010,"Chennai Anna Nagar",Rohan,P018,Sunglasses,Accessories,Unisex,1,999.00,0.00,999.00,520.00,479.00,UPI,Completed,1040.37
ORD0112056,2025-07-28,C04481,"Customer 04481",Regular,Male,18-25,Ahmedabad,Gujarat,West,ST003,"Ahmedabad CG Road",Vikram,P003,"Denim Jeans",Apparel,Men,1,1999.00,0.05,1899.05,1180.00,719.05,Card,Completed,1937.12
ORD0112057,2025-07-16,C02456,"Customer 02456",Regular,Female,18-25,Lucknow,"Uttar Pradesh",North,ST008,"Lucknow Hazratganj",Vikram,P015,"Water Bottle","Home & Lifestyle",Lifestyle,1,499.00,0.05,474.05,220.00,254.05,Cash,Completed,474.02
ORD0112058,2025-07-06,C01182,"Customer 01182",Corporate,Female,18-25,Lucknow,"Uttar Pradesh",North,ST008,"Lucknow Hazratganj",Meera,P001,"Premium T-Shirt",Apparel,Men,1,899.00,0.00,899.00,520.00,379.00,Card,Completed,869.21
ORD0112059,2025-07-02,C03670,"Customer 03670",Regular,Male,36-45,Pune,Maharashtra,West,ST002,"Pune FC Road",Aarav,P003,"Denim Jeans",Apparel,Men,1,1999.00,0.00,1999.00,1180.00,819.00,UPI,Completed,2132.10
ORD0112060,2025-07-01,C00180,"Customer 00180",Regular,Male,18-25,Lucknow,"Uttar Pradesh",North,ST008,"Lucknow Hazratganj",Kabir,P019,"Table Lamp","Home & Lifestyle",Home,3,1299.00,0.05,3702.15,2130.00,1572.15,Cash,Completed,3806.87
ORD0112061,2025-07-08,C01788,"Customer 01788",Corporate,Male,36-45,Hyderabad,Telangana,South,ST011,"Hyderabad Banjara Hills",Aarav,P004,"Women Kurti",Apparel,Women,1,1199.00,0.10,1079.10,690.00,389.10,Cash,Completed,1096.94
ORD0112062,2025-07-04,C04481,"Customer 04481",Regular,Female,18-25,Lucknow,"Uttar Pradesh",North,ST008,"Lucknow Hazratganj",Rohan,P011,"Wireless Earbuds",Electronics,Audio,4,2299.00,0.00,9196.00,5440.00,3756.00,UPI,Completed,8543.22
ORD0112063,2025-07-11,C01565,"Customer 01565",Regular,Male,26-35,Gurugram,Haryana,North,ST006,"Gurugram Sector 29",Diya,P011,"Wireless Earbuds",Electronics,Audio,3,2299.00,0.03,6690.09,4080.00,2610.09,Card,Completed,6931.82
ORD0112064,2025-07-10,C00346,"Customer 00346",Corporate,Male,26-35,Chennai,"Tamil Nadu",South,ST010,"Chennai Anna Nagar",Ananya,P006,"Leather Wallet",Accessories,Men,1,799.00,0.10,0.00,420.00,0.00,UPI,Cancelled,0.00
ORD0112065,2025-07-20,C02021,"Customer 02021",Corporate,Male,26-35,Lucknow,"Uttar Pradesh",North,ST008,"Lucknow Hazratganj",Meera,P009,"Kids Sandals",Footwear,Kids,2,999.00,0.03,1938.06,1120.00,818.06,Card,Completed,1827.64
ORD0112066,2025-07-23,C03287,"Customer 03287",Regular,Male,36-45,Delhi,Delhi,North,ST005,"Delhi South Ex",Meera,P006,"Leather Wallet",Accessories,Men,1,799.00,0.00,799.00,420.00,379.00,"Net Banking",Completed,764.32
ORD0112067,2025-07-09,C02007,"Customer 02007",Corporate,Female,26-35,Jaipur,Rajasthan,North,ST007,"Jaipur MI Road",Diya,P011,"Wireless Earbuds",Electronics,Audio,1,2299.00,0.03,2230.03,1360.00,870.03,Card,Completed,2086.85
ORD0112068,2025-07-12,C03058,"Customer 03058",Corporate,Male,18-25,Mumbai,Maharashtra,West,ST001,"Mumbai Central",Diya,P003,"Denim Jeans",Apparel,Men,2,1999.00,0.10,3598.20,2360.00,1238.20,Card,Completed,3667.77
ORD0112069,2025-07-14,C00638,"Customer 00638",Regular,Male,46-55,Kochi,Kerala,South,ST012,"Kochi MG Road",Aarav,P020,"Cushion Set","Home & Lifestyle",Home,1,799.00,0.03,775.03,410.00,365.03,Wallet,Completed,738.18
ORD0112070,2025-07-05,C02494,"Customer 02494",Regular,Male,18-25,Delhi,Delhi,North,ST005,"Delhi South Ex",Rohan,P009,"Kids Sandals",Footwear,Kids,3,999.00,0.03,2907.09,1680.00,1227.09,Cash,Completed,3089.88
ORD0112071,2025-07-03,C04325,"Customer 04325",Regular,Male,26-35,Bengaluru,Karnataka,South,ST009,"Bengaluru Indiranagar",Meera,P008,"Casual Sneakers",Footwear,Unisex,4,2199.00,0.03,8532.12,5200.00,3332.12,"Net Banking",Completed,8059.71
ORD0112072,2025-07-11,C04926,"Customer 04926",Corporate,Male,26-35,Bengaluru,Karnataka,South,ST009,"Bengaluru Indiranagar",Rohan,P003,"Denim Jeans",Apparel,Men,1,1999.00,0.03,1939.03,1180.00,759.03,UPI,Completed,2080.04
ORD0112073,2025-07-28,C02862,"Customer 02862",Regular,Male,18-25,Ahmedabad,Gujarat,West,ST003,"Ahmedabad CG Road",Meera,P010,"Bluetooth Speaker",Electronics,Audio,1,1599.00,0.03,1551.03,920.00,631.03,Card,Completed,1435.90
ORD0112074,2025-07-10,C00717,"Customer 00717",Regular,Female,26-35,Delhi,Delhi,North,ST005,"Delhi South Ex",Ananya,P002,"Casual Shirt",Apparel,Men,1,1299.00,0.00,1299.00,760.00,539.00,UPI,Completed,1219.86
ORD0112075,2025-07-12,C01524,"Customer 01524",Regular,Female,26-35,Ranchi,Jharkhand,East,ST016,"Ranchi Main Road",Ananya,P013,"Yoga Mat","Sports & Fitness",Fitness,1,699.00,0.05,664.05,360.00,304.05,Card,Completed,711.94
ORD0112076,2025-07-04,C01245,"Customer 01245",Corporate,Female,46-55,Hyderabad,Telangana,South,ST011,"Hyderabad Banjara Hills",Kabir,P012,"Smart Watch",Electronics,Wearables,2,3499.00,0.03,6788.06,4260.00,2528.06,Cash,Completed,6872.05
ORD0112077,2025-07-01,C00834,"Customer 00834",Regular,Female,18-25,Gurugram,Haryana,North,ST006,"Gurugram Sector 29",Rohan,P010,"Bluetooth Speaker",Electronics,Audio,2,1599.00,0.05,3038.10,1840.00,1198.10,UPI,Completed,3276.91
ORD0112078,2025-07-08,C04104,"Customer 04104",Corporate,Female,36-45,Bhubaneswar,Odisha,East,ST014,"Bhubaneswar Patia",Vikram,P007,"Running Shoes",Footwear,Sports,2,2499.00,0.05,4748.10,3000.00,1748.10,Cash,Completed,4660.94
ORD0112079,2025-07-07,C01162,"Customer 01162",Corporate,Female,36-45,Bengaluru,Karnataka,South,ST009,"Bengaluru Indiranagar",Aarav,P008,"Casual Sneakers",Footwear,Unisex,1,2199.00,0.10,1979.10,1300.00,679.10,Card,Completed,2079.03
ORD0112080,2025-07-16,C01624,"Customer 01624",Regular,Female,46-55,Kolkata,"West Bengal",East,ST013,"Kolkata Park Street",Vikram,P009,"Kids Sandals",Footwear,Kids,1,999.00,0.05,949.05,560.00,389.05,UPI,Completed,1015.39
ORD0112081,2025-07-20,C03992,"Customer 03992",Corporate,Male,18-25,Lucknow,"Uttar Pradesh",North,ST008,"Lucknow Hazratganj",Rohan,P004,"Women Kurti",Apparel,Women,3,1199.00,0.08,3309.24,2070.00,1239.24,Cash,Completed,3472.75
ORD0112082,2025-07-03,C03483,"Customer 03483",Regular,Female,26-35,Patna,Bihar,East,ST015,"Patna Fraser Road",Vikram,P005,"Women Handbag",Accessories,Women,1,1799.00,0.05,1709.05,980.00,729.05,Card,Completed,1656.19
ORD0112083,2025-07-25,C00506,"Customer 00506",Regular,Female,36-45,Kolkata,"West Bengal",East,ST013,"Kolkata Park Street",Diya,P016,Backpack,Bags,Unisex,2,1499.00,0.00,2998.00,1640.00,1358.00,UPI,Completed,2876.33
ORD0112084,2025-07-28,C00505,"Customer 00505",Regular,Female,18-25,Mumbai,Maharashtra,West,ST001,"Mumbai Central",Diya,P001,"Premium T-Shirt",Apparel,Men,1,899.00,0.00,899.00,520.00,379.00,UPI,Completed,873.10
ORD0112085,2025-07-28,C03859,"Customer 03859",Regular,Female,26-35,Chennai,"Tamil Nadu",South,ST010,"Chennai Anna Nagar",Ananya,P015,"Water Bottle","Home & Lifestyle",Lifestyle,2,499.00,0.10,898.20,440.00,458.20,UPI,Completed,948.97
ORD0112086,2025-07-11,C00315,"Customer 00315",Regular,Female,36-45,Jaipur,Rajasthan,North,ST007,"Jaipur MI Road",Ananya,P007,"Running Shoes",Footwear,Sports,2,2499.00,0.00,4998.00,3000.00,1998.00,Card,Completed,4764.64
ORD0112087,2025-07-07,C05123,"Customer 05123",Regular,Female,36-45,Pune,Maharashtra,West,ST002,"Pune FC Road",Rohan,P007,"Running Shoes",Footwear,Sports,1,2499.00,0.00,2499.00,1500.00,999.00,Card,Returned,2353.08
ORD0112088,2025-07-16,C03642,"Customer 03642",Corporate,Male,18-25,Kochi,Kerala,South,ST012,"Kochi MG Road",Ishita,P007,"Running Shoes",Footwear,Sports,2,2499.00,0.05,4748.10,3000.00,1748.10,Wallet,Completed,4774.25
ORD0112089,2025-07-17,C01760,"Customer 01760",Regular,Female,26-35,Lucknow,"Uttar Pradesh",North,ST008,"Lucknow Hazratganj",Ananya,P011,"Wireless Earbuds",Electronics,Audio,1,2299.00,0.05,2184.05,1360.00,824.05,UPI,Completed,2070.25
ORD0112090,2025-07-21,C03237,"Customer 03237",Regular,Other,18-25,Ahmedabad,Gujarat,West,ST003,"Ahmedabad CG Road",Rohan,P008,"Casual Sneakers",Footwear,Unisex,1,2199.00,0.10,1979.10,1300.00,679.10,UPI,Completed,1901.06
ORD0112091,2025-07-28,C04263,"Customer 04263",Regular,Female,18-25,Delhi,Delhi,North,ST005,"Delhi South Ex",Meera,P008,"Casual Sneakers",Footwear,Unisex,1,2199.00,0.03,2133.03,1300.00,833.03,"Net Banking",Returned,2068.84
ORD0112092,2025-07-29,C03693,"Customer 03693",Regular,Female,36-45,Ahmedabad,Gujarat,West,ST003,"Ahmedabad CG Road",Ishita,P002,"Casual Shirt",Apparel,Men,5,1299.00,0.03,6300.15,3800.00,2500.15,UPI,Completed,5802.01
ORD0112093,2025-07-11,C03574,"Customer 03574",Corporate,Female,18-25,Bengaluru,Karnataka,South,ST009,"Bengaluru Indiranagar",Meera,P019,"Table Lamp","Home & Lifestyle",Home,3,1299.00,0.03,3780.09,2130.00,1650.09,Card,Completed,3927.37
ORD0112094,2025-07-18,C04503,"Customer 04503",Regular,Male,18-25,Chennai,"Tamil Nadu",South,ST010,"Chennai Anna Nagar",Ananya,P015,"Water Bottle","Home & Lifestyle",Lifestyle,1,499.00,0.15,424.15,220.00,204.15,UPI,Returned,435.65
ORD0112095,2025-07-26,C04810,"Customer 04810",Regular,Male,36-45,Delhi,Delhi,North,ST005,"Delhi South Ex",Kabir,P008,"Casual Sneakers",Footwear,Unisex,1,2199.00,0.00,2199.00,1300.00,899.00,UPI,Completed,2222.80
ORD0112096,2025-07-12,C04890,"Customer 04890",Corporate,Other,26-35,Surat,Gujarat,West,ST004,"Surat Ring Road",Kabir,P003,"Denim Jeans",Apparel,Men,2,1999.00,0.03,3878.06,2360.00,1518.06,"Net Banking",Completed,4146.26
ORD0112097,2025-07-20,C01665,"Customer 01665",Regular,Female,26-35,Pune,Maharashtra,West,ST002,"Pune FC Road",Meera,P019,"Table Lamp","Home & Lifestyle",Home,1,1299.00,0.00,1299.00,710.00,589.00,UPI,Completed,1373.98
ORD0112098,2025-07-31,C04999,"Customer 04999",Regular,Female,18-25,Ranchi,Jharkhand,East,ST016,"Ranchi Main Road",Ananya,P003,"Denim Jeans",Apparel,Men,1,1999.00,0.08,1839.08,1180.00,659.08,Card,Completed,1972.77
ORD0112099,2025-07-11,C01077,"Customer 01077",Regular,Female,36-45,Delhi,Delhi,North,ST005,"Delhi South Ex",Kabir,P003,"Denim Jeans",Apparel,Men,1,1999.00,0.03,1939.03,1180.00,759.03,Cash,Completed,2030.82
ORD0112100,2025-07-01,C01956,"Customer 01956",Corporate,Male,26-35,Bengaluru,Karnataka,South,ST009,"Bengaluru Indiranagar",Ishita,P003,"Denim Jeans",Apparel,Men,1,1999.00,0.00,1999.00,1180.00,819.00,"Net Banking",Completed,1994.87
ORD0112101,2025-07-31,C00020,"Customer 00020",Regular,Female,56+,Ahmedabad,Gujarat,West,ST003,"Ahmedabad CG Road",Kabir,P002,"Casual Shirt",Apparel,Men,1,1299.00,0.05,1234.05,760.00,474.05,Card,Completed,1221.67
ORD0112102,2025-07-28,C01684,"Customer 01684",Regular,Male,36-45,Hyderabad,Telangana,South,ST011,"Hyderabad Banjara Hills",Aarav,P003,"Denim Jeans",Apparel,Men,1,1999.00,0.05,1899.05,1180.00,719.05,UPI,Completed,2034.68
ORD0112103,2025-07-23,C00192,"Customer 00192",Corporate,Male,56+,Chennai,"Tamil Nadu",South,ST010,"Chennai Anna Nagar",Rohan,P012,"Smart Watch",Electronics,Wearables,3,3499.00,0.08,9657.24,6390.00,3267.24,Card,Completed,9931.00
ORD0112104,2025-07-14,C02157,"Customer 02157",Regular,Male,46-55,Pune,Maharashtra,West,ST002,"Pune FC Road",Ananya,P004,"Women Kurti",Apparel,Women,1,1199.00,0.00,1199.00,690.00,509.00,Card,Completed,1150.72
ORD0112105,2025-07-18,C01020,"Customer 01020",Regular,Female,56+,Mumbai,Maharashtra,West,ST001,"Mumbai Central",Aarav,P008,"Casual Sneakers",Footwear,Unisex,3,2199.00,0.08,6069.24,3900.00,2169.24,UPI,Completed,6327.31
ORD0112106,2025-07-03,C01964,"Customer 01964",Regular,Female,46-55,Mumbai,Maharashtra,West,ST001,"Mumbai Central",Aarav,P010,"Bluetooth Speaker",Electronics,Audio,2,1599.00,0.00,3198.00,1840.00,1358.00,Cash,Completed,3446.94
ORD0112107,2025-07-14,C04315,"Customer 04315",Regular,Male,56+,Delhi,Delhi,North,ST005,"Delhi South Ex",Kabir,P013,"Yoga Mat","Sports & Fitness",Fitness,1,699.00,0.08,643.08,360.00,283.08,Card,Completed,630.09
ORD0112108,2025-07-07,C00319,"Customer 00319",Regular,Female,36-45,Gurugram,Haryana,North,ST006,"Gurugram Sector 29",Rohan,P003,"Denim Jeans",Apparel,Men,2,1999.00,0.00,3998.00,2360.00,1638.00,UPI,Completed,4278.03
ORD0112109,2025-07-25,C00590,"Customer 00590",Corporate,Female,18-25,Ranchi,Jharkhand,East,ST016,"Ranchi Main Road",Diya,P009,"Kids Sandals",Footwear,Kids,1,999.00,0.03,969.03,560.00,409.03,Wallet,Completed,931.67
ORD0112110,2025-07-03,C03987,"Customer 03987",Corporate,Male,46-55,Patna,Bihar,East,ST015,"Patna Fraser Road",Vikram,P020,"Cushion Set","Home & Lifestyle",Home,3,799.00,0.00,2397.00,1230.00,1167.00,Cash,Completed,2386.10
ORD0112111,2025-07-30,C02938,"Customer 02938",Regular,Other,26-35,Ahmedabad,Gujarat,West,ST003,"Ahmedabad CG Road",Diya,P008,"Casual Sneakers",Footwear,Unisex,1,2199.00,0.03,2133.03,1300.00,833.03,Wallet,Returned,2278.63
ORD0112112,2025-07-08,C02907,"Customer 02907",Regular,Male,26-35,Chennai,"Tamil Nadu",South,ST010,"Chennai Anna Nagar",Aarav,P011,"Wireless Earbuds",Electronics,Audio,1,2299.00,0.00,2299.00,1360.00,939.00,Card,Completed,2176.40
ORD0112113,2025-07-20,C04137,"Customer 04137",Regular,Female,36-45,Surat,Gujarat,West,ST004,"Surat Ring Road",Vikram,P020,"Cushion Set","Home & Lifestyle",Home,2,799.00,0.00,1598.00,820.00,778.00,Cash,Completed,1482.32
ORD0112114,2025-07-31,C03224,"Customer 03224",Regular,Male,26-35,Mumbai,Maharashtra,West,ST001,"Mumbai Central",Aarav,P008,"Casual Sneakers",Footwear,Unisex,3,2199.00,0.03,6399.09,3900.00,2499.09,UPI,Completed,6740.67
ORD0112115,2025-07-26,C02379,"Customer 02379",Regular,Female,26-35,Chennai,"Tamil Nadu",South,ST010,"Chennai Anna Nagar",Rohan,P008,"Casual Sneakers",Footwear,Unisex,2,2199.00,0.00,4398.00,2600.00,1798.00,UPI,Completed,4663.47
ORD0112116,2025-07-07,C00823,"Customer 00823",Regular,Male,36-45,Ahmedabad,Gujarat,West,ST003,"Ahmedabad CG Road",Ishita,P014,"Fitness Band","Sports & Fitness",Fitness,2,1899.00,0.10,3418.20,2240.00,1178.20,UPI,Completed,3149.23
ORD0112117,2025-07-11,C00735,"Customer 00735",Regular,Female,36-45,Delhi,Delhi,North,ST005,"Delhi South Ex",Rohan,P006,"Leather Wallet",Accessories,Men,1,799.00,0.03,775.03,420.00,355.03,UPI,Completed,800.47
ORD0112118,2025-07-02,C02636,"Customer 02636",Regular,Female,18-25,Surat,Gujarat,West,ST004,"Surat Ring Road",Ananya,P003,"Denim Jeans",Apparel,Men,1,1999.00,0.03,1939.03,1180.00,759.03,Card,Completed,1898.02
ORD0112119,2025-07-07,C02357,"Customer 02357",Regular,Male,36-45,Ahmedabad,Gujarat,West,ST003,"Ahmedabad CG Road",Aarav,P002,"Casual Shirt",Apparel,Men,2,1299.00,0.05,2468.10,1520.00,948.10,UPI,Completed,2410.75
ORD0112120,2025-07-28,C02522,"Customer 02522",Regular,Female,26-35,Mumbai,Maharashtra,West,ST001,"Mumbai Central",Kabir,P014,"Fitness Band","Sports & Fitness",Fitness,5,1899.00,0.00,9495.00,5600.00,3895.00,Card,Completed,9343.21
ORD0112121,2025-07-07,C02773,"Customer 02773",Regular,Male,26-35,Hyderabad,Telangana,South,ST011,"Hyderabad Banjara Hills",Vikram,P009,"Kids Sandals",Footwear,Kids,1,999.00,0.08,919.08,560.00,359.08,Cash,Completed,875.28
ORD0112122,2025-07-03,C04962,"Customer 04962",Regular,Female,18-25,Surat,Gujarat,West,ST004,"Surat Ring Road",Meera,P005,"Women Handbag",Accessories,Women,4,1799.00,0.00,7196.00,3920.00,3276.00,Card,Completed,7198.20
ORD0112123,2025-07-25,C01702,"Customer 01702",Regular,Male,36-45,Ranchi,Jharkhand,East,ST016,"Ranchi Main Road",Ishita,P002,"Casual Shirt",Apparel,Men,2,1299.00,0.03,2520.06,1520.00,1000.06,Card,Completed,2560.46
ORD0112124,2025-07-20,C03503,"Customer 03503",Regular,Female,46-55,Ranchi,Jharkhand,East,ST016,"Ranchi Main Road",Ishita,P019,"Table Lamp","Home & Lifestyle",Home,2,1299.00,0.08,2390.16,1420.00,970.16,Wallet,Completed,2281.25
ORD0112125,2025-07-10,C01286,"Customer 01286",Regular,Male,26-35,Kolkata,"West Bengal",East,ST013,"Kolkata Park Street",Rohan,P002,"Casual Shirt",Apparel,Men,1,1299.00,0.03,1260.03,760.00,500.03,UPI,Returned,1324.12
ORD0112126,2025-07-28,C01325,"Customer 01325",Regular,Female,46-55,Bhubaneswar,Odisha,East,ST014,"Bhubaneswar Patia",Rohan,P020,"Cushion Set","Home & Lifestyle",Home,1,799.00,0.03,775.03,410.00,365.03,Cash,Completed,801.03
ORD0112127,2025-07-23,C01367,"Customer 01367",Regular,Female,36-45,Mumbai,Maharashtra,West,ST001,"Mumbai Central",Rohan,P011,"Wireless Earbuds",Electronics,Audio,4,2299.00,0.05,8736.20,5440.00,3296.20,"Net Banking",Completed,9326.93
ORD0112128,2025-07-17,C02437,"Customer 02437",Regular,Female,36-45,Chennai,"Tamil Nadu",South,ST010,"Chennai Anna Nagar",Ishita,P016,Backpack,Bags,Unisex,1,1499.00,0.08,1379.08,820.00,559.08,"Net Banking",Completed,1319.00
ORD0112129,2025-07-06,C02650,"Customer 02650",Regular,Male,26-35,Pune,Maharashtra,West,ST002,"Pune FC Road",Rohan,P007,"Running Shoes",Footwear,Sports,3,2499.00,0.05,7122.15,4500.00,2622.15,Card,Completed,7012.14
ORD0112130,2025-07-13,C02918,"Customer 02918",Regular,Female,26-35,Jaipur,Rajasthan,North,ST007,"Jaipur MI Road",Vikram,P003,"Denim Jeans",Apparel,Men,1,1999.00,0.00,1999.00,1180.00,819.00,Card,Completed,1890.77
